US Equities,EAFE Equities,EM Equities,Leveraged Treasuries,Corp Bonds,TIPS(backfilled),Real Estate,TSMOMPos,T-bill
0.0117,0.009,0.0144,0.0013,0.0027,0.0018,0.0093,0.0035,0.002
